order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,pickup_zone_standardized,dropoff_zone_standardized
O00394,C0479,Retail,2024-08-16 19:48:00,12,AIRPORT,WEST,Medium,1970-01-01 00:00:00.000000071,App,1,Airport,West Zone
O00395,C0060,Passenger,2024-09-28 08:58:00,1,WEST,East,Medium,1970-01-01 00:00:00.000000020,Web,0,West Zone,East Zone
O00396,C0475,Retail,2025-04-29 23:22:00,12,CENTRAL,East,Medium,1970-01-01 00:00:00.000000063,App,0,Central Zone,East Zone
O00397,C0417,Parcel,2025-06-18 18:30:00,12,Airport,South,Medium,1970-01-01 00:00:00.000000042,App,1,Airport,South Zone
O00398,C0382,Business,2025-08-07 07:09:00,4,East,Airport,Medium,1970-01-01 00:00:00.000000056,App,0,East Zone,Airport
O00399,C0644,Parcel,2024-03-08 16:23:00,4,CENTRAL,Airport,Low,1970-01-01 00:00:00.000000030,App,0,Central Zone,Airport
O00400,C0426,Retail,2025-06-20 06:33:00,6,North,EAST,High,1970-01-01 00:00:00.000000145,Web,1,North Zone,East Zone
O00401,C0252,Medical,2024-06-22 11:15:00,24,East,Airport,Low,1970-01-01 00:00:00.000000028,Web,0,East Zone,Airport
O00402,C0104,Retail,2025-11-20 05:09:00,4,WEST,EAST,Medium,1970-01-01 00:00:00.000000121,App,1,West Zone,East Zone
O00403,C0573,Business,2025-11-08 14:11:00,4,RiverSide,AIRPORT,Critical,1970-01-01 00:00:00.000000044,API,1,Riverside,Airport
O00404,C0139,Passenger,2025-10-17 20:55:00,1,South,Airport,Medium,1970-01-01 00:00:00.000000213,Phone,0,South Zone,Airport
O00405,C0055,Business,2024-02-14 10:24:00,6,Ctr,RiverSide,Critical,1970-01-01 00:00:00.000000142,App,0,Ctr,Riverside
O00406,C0631,Retail,2025-01-05 13:07:00,2,Airport,RiverSide,Critical,1970-01-01 00:00:00.000000059,App,0,Airport,Riverside
O00407,C0575,Medical,2025-02-23 04:44:00,12,WEST,Ctr,High,1970-01-01 00:00:00.000000189,Web,0,West Zone,Ctr
O00408,C0446,Parcel,2024-09-14 12:06:00,24,North,West,High,1970-01-01 00:00:00.000000058,App,0,North Zone,West Zone
O00409,C0065,Passenger,2025-01-08 11:42:00,6,South,NORTH,Medium,1970-01-01 00:00:00.000000038,App,0,South Zone,North Zone
O00410,C0174,Medical,2025-06-19 16:19:00,1,East,West,Medium,1970-01-01 00:00:00.000000039,Phone,1,East Zone,West Zone
O00411,C0497,Business,2025-04-08 21:05:00,4,Central,Central,Medium,1970-01-01 00:00:00.000000071,App,0,Central Zone,Central Zone
O00412,C0601,Passenger,2024-10-08 12:18:00,6,north,AIRPORT,Critical,1970-01-01 00:00:00.000000054,App,0,North Zone,Airport
O00413,C0183,Passenger,2025-04-01 22:07:00,4,Airport,NORTH,Low,1970-01-01 00:00:00.000000035,App,0,Airport,North Zone
O00414,C0023,Parcel,2025-04-05 20:30:00,6,South,West,Medium,1970-01-01 00:00:00.000000283,App,0,South Zone,West Zone
O00415,C0591,Retail,2024-06-27 16:09:00,4,Ctr,Riverside,Medium,1970-01-01 00:00:00.000000019,App,0,Ctr,Riverside
O00416,C0552,Medical,2024-01-07 21:08:00,2,Airport,Airport,High,1970-01-01 00:00:00.000000026,App,0,Airport,Airport
O00417,C0486,Retail,2025-01-10 15:33:00,4,SOUTH,Riverside,Low,1970-01-01 00:00:00.000000113,App,0,South Zone,Riverside
O00418,C0467,Passenger,2025-11-07 07:39:00,12,Riverside,South,Critical,1970-01-01 00:00:00.000000046,Web,0,Riverside,South Zone
O00419,C0013,Retail,2025-01-14 16:21:00,24,West,East,Medium,1970-01-01 00:00:00.000000187,App,0,West Zone,East Zone
O00420,C0506,Business,2025-01-25 08:01:00,4,Riverside,EAST,Low,1970-01-01 00:00:00.000000040,Phone,0,Riverside,East Zone
O00421,C0599,Parcel,2025-07-23 06:00:00,24,RiverSide,East,Medium,1970-01-01 00:00:00.000000037,App,0,Riverside,East Zone
O00422,C0034,Passenger,2025-08-07 08:03:00,6,Central,West,Medium,1970-01-01 00:00:00.000000015,App,0,Central Zone,West Zone
O00423,C0403,Passenger,2025-08-27 05:19:00,2,SOUTH,Riverside,High,1970-01-01 00:00:00.000000189,Phone,0,South Zone,Riverside
O00424,C0563,Business,2025-07-11 08:58:00,12,Riverside,WEST,Medium,1970-01-01 00:00:00.000000043,App,0,Riverside,West Zone
O00425,C0550,Passenger,2024-11-27 08:15:00,4,AIRPORT,East,High,1970-01-01 00:00:00.000000078,Web,0,Airport,East Zone
O00426,C0383,Business,2024-09-28 14:05:00,2,RiverSide,RiverSide,Low,1970-01-01 00:00:00.000000082,Web,0,Riverside,Riverside
O00427,C0151,Parcel,2025-06-21 20:31:00,1,Ctr,WEST,Medium,1970-01-01 00:00:00.000000166,App,0,Ctr,West Zone
O00428,C0275,Medical,2024-03-31 06:08:00,1,West,Airport,High,1970-01-01 00:00:00.000000072,Web,0,West Zone,Airport
O00429,C0466,Passenger,2025-03-09 09:39:00,1,RiverSide,South,Medium,1970-01-01 00:00:00.000000020,App,0,Riverside,South Zone
O00430,C0029,Retail,2025-01-15 01:45:00,12,CENTRAL,SOUTH,Medium,1970-01-01 00:00:00.000000040,API,0,Central Zone,South Zone
O00431,C0425,Retail,2025-03-29 12:23:00,4,South,RiverSide,Medium,1970-01-01 00:00:00.000000024,App,0,South Zone,Riverside
O00432,C0648,Retail,2024-02-12 22:48:00,4,Central,West,High,1970-01-01 00:00:00.000000158,Web,0,Central Zone,West Zone
O00433,C0633,Retail,2024-10-29 13:27:00,12,Ctr,Central,Medium,1970-01-01 00:00:00.000000085,Phone,0,Ctr,Central Zone
O00434,C0500,Parcel,2025-10-25 19:51:00,1,Airport,RiverSide,High,1970-01-01 00:00:00.000000045,App,0,Airport,Riverside
O00435,C0102,Retail,2024-09-19 11:15:00,4,South,Ctr,Medium,1970-01-01 00:00:00.000000047,Phone,1,South Zone,Ctr
O00436,C0218,Medical,2025-01-29 18:08:00,1,Airport,NORTH,Critical,1970-01-01 00:00:00.000000056,Web,0,Airport,North Zone
O00437,C0618,Retail,2025-09-25 06:54:00,4,Airport,RiverSide,Medium,1970-01-01 00:00:00.000000098,App,0,Airport,Riverside
O00438,C0491,Business,2025-12-29 18:23:00,4,North,WEST,Low,1970-01-01 00:00:00.000000027,Phone,0,North Zone,West Zone
O00439,C0577,Medical,2024-03-05 21:13:00,1,North,Ctr,High,1970-01-01 00:00:00.000000053,Web,0,North Zone,Ctr
O00440,C0032,Passenger,2024-12-03 02:05:00,12,EAST,East,High,1970-01-01 00:00:00.000000056,App,0,East Zone,East Zone
O00441,C0509,Passenger,2025-04-01 12:25:00,12,EAST,CENTRAL,Critical,1970-01-01 00:00:00.000000077,App,0,East Zone,Central Zone
O00442,C0080,Business,2025-06-22 13:31:00,4,Ctr,West,High,1970-01-01 00:00:00.000000081,API,1,Ctr,West Zone
O00443,C0378,Parcel,2025-10-20 00:06:00,12,NORTH,RiverSide,Medium,1970-01-01 00:00:00.000000063,App,1,North Zone,Riverside
O00444,C0319,Retail,2025-08-30 18:29:00,4,WEST,AIRPORT,Medium,1970-01-01 00:00:00.000000023,Phone,0,West Zone,Airport
O00445,C0054,Passenger,2025-04-18 22:53:00,2,South,RiverSide,High,1970-01-01 00:00:00.000000068,App,0,South Zone,Riverside
O00446,C0172,Passenger,2025-03-22 13:30:00,12,Airport,EAST,Medium,1970-01-01 00:00:00.000000233,Web,0,Airport,East Zone
O00447,C0082,Retail,2024-06-29 02:28:00,1,WEST,East,Medium,1970-01-01 00:00:00.000000024,Phone,0,West Zone,East Zone
O00448,C0487,Medical,2025-02-11 15:08:00,4,Central,North,Low,1970-01-01 00:00:00.000000068,Web,0,Central Zone,North Zone
O00449,C0544,Passenger,2025-06-08 00:42:00,2,north,AIRPORT,Low,1970-01-01 00:00:00.000000102,App,0,North Zone,Airport
O00450,C0527,Retail,2024-08-25 23:12:00,2,RiverSide,RiverSide,Low,1970-01-01 00:00:00.000000031,App,0,Riverside,Riverside
O00451,C0012,Retail,2025-02-15 17:02:00,12,East,RiverSide,Critical,1970-01-01 00:00:00.000000097,Phone,0,East Zone,Riverside
O00452,C0583,Passenger,2025-11-27 09:35:00,2,CENTRAL,CENTRAL,Medium,1970-01-01 00:00:00.000000056,Phone,1,Central Zone,Central Zone
O00453,C0224,Retail,2024-12-04 12:49:00,6,SOUTH,West,Medium,1970-01-01 00:00:00.000000027,Phone,0,South Zone,West Zone
O00454,C0251,Medical,2025-04-15 03:05:00,12,West,north,Medium,1970-01-01 00:00:00.000000051,App,0,West Zone,North Zone
O00455,C0178,Passenger,2024-08-14 02:36:00,6,Airport,AIRPORT,High,1970-01-01 00:00:00.000000144,App,0,Airport,Airport
O00456,C0124,Parcel,2024-01-16 03:31:00,2,East,RiverSide,High,1970-01-01 00:00:00.000000087,App,0,East Zone,Riverside
O00457,C0396,Parcel,2024-03-31 06:36:00,12,EAST,EAST,Medium,1970-01-01 00:00:00.000000123,App,0,East Zone,East Zone
O00458,C0546,Parcel,2025-04-10 01:52:00,12,Ctr,East,High,1970-01-01 00:00:00.000000087,API,0,Ctr,East Zone
O00459,C0478,Retail,2025-11-28 06:45:00,24,SOUTH,South,Low,1970-01-01 00:00:00.000000203,App,0,South Zone,South Zone
O00460,C0097,Passenger,2024-12-09 15:55:00,4,Central,NORTH,Low,1970-01-01 00:00:00.000000072,Web,0,Central Zone,North Zone
O00461,C0153,Passenger,2024-02-26 17:44:00,4,WEST,East,Critical,1970-01-01 00:00:00.000000055,Web,0,West Zone,East Zone
O00462,C0381,Parcel,2025-03-03 18:08:00,6,RiverSide,EAST,Medium,1970-01-01 00:00:00.000000055,App,0,Riverside,East Zone
O00463,C0370,Medical,2025-02-20 01:55:00,2,East,CENTRAL,Low,1970-01-01 00:00:00.000000096,App,0,East Zone,Central Zone
O00464,C0063,Parcel,2025-10-03 04:20:00,2,SOUTH,EAST,Critical,1970-01-01 00:00:00.000000051,Phone,0,South Zone,East Zone
O00465,C0149,Medical,2024-12-08 06:33:00,2,EAST,NORTH,Low,1970-01-01 00:00:00.000000020,App,0,East Zone,North Zone
O00466,C0028,Business,2024-01-07 05:34:00,6,WEST,AIRPORT,High,1970-01-01 00:00:00.000000088,Web,0,West Zone,Airport
O00467,C0612,Passenger,2024-10-08 16:16:00,2,north,SOUTH,High,1970-01-01 00:00:00.000000193,Web,0,North Zone,South Zone
O00468,C0062,Retail,2024-03-29 10:24:00,2,East,South,Medium,1970-01-01 00:00:00.000000022,App,0,East Zone,South Zone
O00469,C0186,Parcel,2024-09-18 21:54:00,4,East,East,Low,1970-01-01 00:00:00.000000092,App,0,East Zone,East Zone
O00470,C0265,Business,2024-11-01 17:25:00,12,East,East,Low,1970-01-01 00:00:00.000000131,Web,0,East Zone,East Zone
O00471,C0346,Passenger,2025-06-07 13:43:00,6,East,AIRPORT,Medium,1970-01-01 00:00:00.000000069,Web,0,East Zone,Airport
O00472,C0636,Parcel,2024-02-22 09:19:00,4,South,Riverside,Medium,1970-01-01 00:00:00.000000287,Web,0,South Zone,Riverside
O00473,C0266,Medical,2024-09-11 12:51:00,2,East,Airport,High,1970-01-01 00:00:00.000000040,App,1,East Zone,Airport
O00474,C0029,Medical,2025-03-22 17:16:00,2,Airport,CENTRAL,Medium,1970-01-01 00:00:00.000000283,Phone,0,Airport,Central Zone
O00475,C0498,Passenger,2024-11-08 06:08:00,24,Central,WEST,High,1970-01-01 00:00:00.000000156,App,0,Central Zone,West Zone
O00476,C0078,Passenger,2024-02-23 06:34:00,24,WEST,EAST,Low,1970-01-01 00:00:00.000000089,App,0,West Zone,East Zone
O00477,C0441,Passenger,2025-10-29 11:59:00,2,West,CENTRAL,Medium,1970-01-01 00:00:00.000000189,Phone,0,West Zone,Central Zone
O00478,C0521,Medical,2025-04-20 21:31:00,2,WEST,South,Critical,1970-01-01 00:00:00.000000160,App,0,West Zone,South Zone
O00479,C0226,Retail,2025-12-27 18:09:00,12,CENTRAL,north,Low,1970-01-01 00:00:00.000000087,App,0,Central Zone,North Zone
O00480,C0088,Passenger,2025-01-09 10:12:00,6,EAST,West,Low,1970-01-01 00:00:00.000000051,Phone,0,East Zone,West Zone
O00481,C0010,Retail,2025-04-12 22:35:00,1,South,WEST,Medium,1970-01-01 00:00:00.000000010,API,1,South Zone,West Zone
O00482,C0268,Retail,2025-11-10 01:46:00,6,East,West,Medium,1970-01-01 00:00:00.000000114,Phone,0,East Zone,West Zone
O00483,C0285,Business,2024-11-17 00:34:00,1,Riverside,NORTH,Medium,1970-01-01 00:00:00.000000117,Phone,0,Riverside,North Zone
O00484,C0152,Parcel,2024-03-10 13:36:00,24,EAST,RiverSide,Critical,1970-01-01 00:00:00.000000134,App,0,East Zone,Riverside
O00485,C0168,Passenger,2024-11-27 01:17:00,1,North,Ctr,High,1970-01-01 00:00:00.000000095,API,0,North Zone,Ctr
O00486,C0316,Retail,2024-08-12 14:18:00,2,Central,North,High,1970-01-01 00:00:00.000000050,App,0,Central Zone,North Zone
O00487,C0263,Passenger,2024-07-24 22:13:00,4,Riverside,WEST,Medium,1970-01-01 00:00:00.000000057,Phone,0,Riverside,West Zone
O00488,C0050,Medical,2025-08-29 19:29:00,4,North,SOUTH,Low,1970-01-01 00:00:00.000000111,Phone,0,North Zone,South Zone
O00489,C0483,Medical,2025-02-19 23:28:00,24,CENTRAL,EAST,Medium,1970-01-01 00:00:00.000000041,Web,1,Central Zone,East Zone
O00490,C0562,Retail,2024-07-27 06:03:00,4,North,SOUTH,Low,1970-01-01 00:00:00.000000073,App,0,North Zone,South Zone
O00491,C0460,Business,2024-07-03 13:54:00,1,South,WEST,Critical,1970-01-01 00:00:00.000000041,App,1,South Zone,West Zone
O00492,C0243,Retail,2025-10-16 03:03:00,6,WEST,SOUTH,Critical,1970-01-01 00:00:00.000000070,App,0,West Zone,South Zone
O00493,C0370,Parcel,2024-05-20 02:52:00,6,EAST,north,Critical,1970-01-01 00:00:00.000000055,Web,0,East Zone,North Zone
O00494,C0304,Parcel,2025-09-02 15:11:00,1,EAST,Airport,Medium,1970-01-01 00:00:00.000000050,App,0,East Zone,Airport
O00495,C0590,Passenger,2024-01-15 23:35:00,6,EAST,South,Low,1970-01-01 00:00:00.000000133,App,0,East Zone,South Zone
O00496,C0627,Passenger,2024-06-17 15:14:00,4,SOUTH,AIRPORT,Critical,1970-01-01 00:00:00.000000117,App,0,South Zone,Airport
O00497,C0631,Medical,2025-11-21 23:43:00,12,South,Ctr,Low,1970-01-01 00:00:00.000000169,App,0,South Zone,Ctr
O00498,C0081,Retail,2024-10-28 06:34:00,4,South,Ctr,Medium,1970-01-01 00:00:00.000000068,Web,0,South Zone,Ctr
O00499,C0198,Passenger,2024-06-11 04:49:00,4,East,Central,Medium,1970-01-01 00:00:00.000000062,Phone,0,East Zone,Central Zone
O00500,C0131,Retail,2024-07-30 16:06:00,12,NORTH,WEST,Low,1970-01-01 00:00:00.000000064,App,0,North Zone,West Zone
O00501,C0547,Retail,2025-04-21 03:12:00,1,Ctr,East,Low,1970-01-01 00:00:00.000000036,Web,1,Ctr,East Zone
O00502,C0169,Parcel,2024-04-03 01:26:00,4,Riverside,SOUTH,Medium,1970-01-01 00:00:00.000000061,App,0,Riverside,South Zone
O00503,C0242,Passenger,2024-08-17 21:53:00,6,Central,RiverSide,Low,1970-01-01 00:00:00.000000041,Web,0,Central Zone,Riverside
O00504,C0362,Parcel,2024-09-20 22:57:00,2,Ctr,EAST,Low,1970-01-01 00:00:00.000000047,App,0,Ctr,East Zone
O00505,C0319,Retail,2025-03-29 21:27:00,12,Airport,West,High,1970-01-01 00:00:00.000000084,Web,0,Airport,West Zone
O00506,C0603,Retail,2024-06-07 01:59:00,6,East,EAST,Medium,1970-01-01 00:00:00.000000033,Phone,0,East Zone,East Zone
O00507,C0484,Parcel,2025-12-13 04:02:00,4,South,West,Medium,1970-01-01 00:00:00.000000062,App,0,South Zone,West Zone
O00508,C0584,Parcel,2024-06-12 14:18:00,24,NORTH,CENTRAL,Medium,1970-01-01 00:00:00.000000068,Phone,0,North Zone,Central Zone
O00509,C0535,Retail,2024-08-26 18:51:00,1,East,CENTRAL,Medium,1970-01-01 00:00:00.000000160,Phone,0,East Zone,Central Zone
O00510,C0477,Medical,2024-11-22 22:35:00,4,WEST,West,Medium,1970-01-01 00:00:00.000000170,App,0,West Zone,West Zone
O00511,C0119,Parcel,2024-06-06 09:58:00,24,West,West,High,1970-01-01 00:00:00.000000150,API,0,West Zone,West Zone
O00512,C0242,Parcel,2024-09-21 10:35:00,4,NORTH,Central,Critical,1970-01-01 00:00:00.000000010,App,0,North Zone,Central Zone
O00513,C0202,Passenger,2024-08-07 04:51:00,4,West,South,High,1970-01-01 00:00:00.000000111,Phone,1,West Zone,South Zone
O00514,C0280,Passenger,2025-11-12 07:25:00,2,EAST,CENTRAL,Low,1970-01-01 00:00:00.000000126,Phone,0,East Zone,Central Zone
O00515,C0578,Retail,2024-02-03 10:24:00,6,NORTH,NORTH,Medium,1970-01-01 00:00:00.000000065,Phone,0,North Zone,North Zone
O00516,C0473,Passenger,2024-06-08 20:18:00,2,South,East,Medium,1970-01-01 00:00:00.000000117,App,0,South Zone,East Zone
O00517,C0015,Medical,2024-08-16 20:34:00,4,SOUTH,WEST,Low,1970-01-01 00:00:00.000000049,App,0,South Zone,West Zone
O00518,C0112,Medical,2025-12-11 02:12:00,12,North,EAST,High,1970-01-01 00:00:00.000000061,Web,0,North Zone,East Zone
O00519,C0437,Passenger,2025-04-20 04:46:00,2,South,RiverSide,Low,1970-01-01 00:00:00.000000047,Phone,0,South Zone,Riverside
O00520,C0539,Passenger,2024-07-07 13:21:00,2,Central,AIRPORT,Low,1970-01-01 00:00:00.000000036,App,0,Central Zone,Airport
O00521,C0109,Parcel,2025-11-26 12:07:00,1,AIRPORT,SOUTH,High,1970-01-01 00:00:00.000000076,Web,0,Airport,South Zone
O00522,C0594,Passenger,2024-02-09 11:07:00,24,RiverSide,CENTRAL,Medium,1970-01-01 00:00:00.000000152,Phone,0,Riverside,Central Zone
O00523,C0181,Medical,2025-11-04 06:41:00,6,AIRPORT,Airport,Low,1970-01-01 00:00:00.000000082,Web,1,Airport,Airport
O00524,C0052,Passenger,2025-06-20 16:04:00,4,Airport,Riverside,Medium,1970-01-01 00:00:00.000000040,App,1,Airport,Riverside
O00525,C0223,Parcel,2024-10-24 15:22:00,1,SOUTH,Airport,High,1970-01-01 00:00:00.000000029,App,0,South Zone,Airport
O00526,C0630,Parcel,2024-01-19 15:56:00,4,Airport,WEST,Low,1970-01-01 00:00:00.000000069,App,0,Airport,West Zone
O00527,C0203,Parcel,2024-04-05 06:31:00,6,South,Airport,Medium,1970-01-01 00:00:00.000000065,App,1,South Zone,Airport
O00528,C0152,Passenger,2024-10-13 09:38:00,12,CENTRAL,Ctr,Medium,1970-01-01 00:00:00.000000126,App,0,Central Zone,Ctr
O00529,C0422,Retail,2025-08-20 17:48:00,4,East,AIRPORT,Medium,1970-01-01 00:00:00.000000355,App,0,East Zone,Airport
O00530,C0618,Medical,2024-03-31 06:08:00,4,Airport,NORTH,Low,1970-01-01 00:00:00.000000045,App,1,Airport,North Zone
O00531,C0013,Business,2025-04-26 08:49:00,24,Airport,AIRPORT,High,1970-01-01 00:00:00.000000157,App,0,Airport,Airport
O00532,C0527,Retail,2024-08-20 18:59:00,2,RiverSide,Ctr,Low,1970-01-01 00:00:00.000000055,Phone,0,Riverside,Ctr
O00533,C0338,Retail,2024-11-03 01:37:00,4,Ctr,NORTH,Medium,1970-01-01 00:00:00.000000074,App,0,Ctr,North Zone
O00534,C0159,Parcel,2025-09-05 03:00:00,2,Airport,Ctr,Critical,1970-01-01 00:00:00.000000188,App,1,Airport,Ctr
O00535,C0093,Retail,2024-12-18 06:09:00,6,RiverSide,Riverside,Medium,1970-01-01 00:00:00.000000024,App,0,Riverside,Riverside
O00536,C0372,Medical,2025-11-03 09:03:00,12,West,Central,Low,1970-01-01 00:00:00.000000204,Web,1,West Zone,Central Zone
O00537,C0153,Business,2024-06-25 10:22:00,6,Central,Ctr,Medium,1970-01-01 00:00:00.000000050,Web,1,Central Zone,Ctr
O00538,C0377,Business,2025-04-05 15:15:00,1,West,Ctr,High,1970-01-01 00:00:00.000000050,App,0,West Zone,Ctr
O00539,C0098,Business,2024-12-03 23:23:00,6,Ctr,EAST,High,1970-01-01 00:00:00.000000167,App,0,Ctr,East Zone
O00540,C0232,Retail,2024-07-02 03:50:00,4,EAST,WEST,High,1970-01-01 00:00:00.000000142,Web,0,East Zone,West Zone
O00541,C0272,Retail,2024-11-01 02:46:00,4,West,EAST,Low,1970-01-01 00:00:00.000000126,App,0,West Zone,East Zone
O00542,C0504,Passenger,2025-07-26 14:06:00,4,Central,EAST,Low,1970-01-01 00:00:00.000000076,App,1,Central Zone,East Zone
O00543,C0468,Passenger,2025-07-18 03:50:00,4,Airport,RiverSide,Medium,1970-01-01 00:00:00.000000068,App,0,Airport,Riverside
O00544,C0212,Retail,2024-06-14 19:25:00,24,CENTRAL,WEST,Low,1970-01-01 00:00:00.000000053,Phone,0,Central Zone,West Zone
O00545,C0211,Parcel,2025-04-17 01:02:00,24,CENTRAL,north,Low,1970-01-01 00:00:00.000000100,Web,0,Central Zone,North Zone
O00546,C0242,Business,2024-02-10 16:37:00,24,RiverSide,SOUTH,High,1970-01-01 00:00:00.000000051,API,1,Riverside,South Zone
O00547,C0640,Retail,2024-04-09 13:41:00,24,Central,South,High,1970-01-01 00:00:00.000000043,App,0,Central Zone,South Zone
O00548,C0105,Passenger,2025-12-14 04:26:00,2,Airport,EAST,Medium,1970-01-01 00:00:00.000000034,Phone,0,Airport,East Zone
O00549,C0119,Business,2025-08-14 11:04:00,6,EAST,West,Medium,1970-01-01 00:00:00.000000086,Phone,0,East Zone,West Zone
O00550,C0502,Business,2025-01-18 23:42:00,24,Central,Riverside,Medium,1970-01-01 00:00:00.000000064,Web,1,Central Zone,Riverside
O00551,C0317,Retail,2024-06-16 11:10:00,6,Ctr,East,High,1970-01-01 00:00:00.000000082,Phone,0,Ctr,East Zone
O00552,C0341,Passenger,2025-11-09 02:21:00,4,Riverside,South,Low,1970-01-01 00:00:00.000000076,App,0,Riverside,South Zone
O00553,C0408,Retail,2024-01-06 20:55:00,6,north,RiverSide,High,1970-01-01 00:00:00.000000032,App,0,North Zone,Riverside
O00554,C0117,Medical,2025-05-06 09:09:00,2,AIRPORT,RiverSide,High,1970-01-01 00:00:00.000000129,App,0,Airport,Riverside
O00555,C0233,Retail,2024-09-24 03:06:00,6,West,South,Medium,1970-01-01 00:00:00.000000234,App,0,West Zone,South Zone
O00556,C0643,Business,2024-09-01 03:09:00,2,Riverside,Airport,Medium,1970-01-01 00:00:00.000000101,App,1,Riverside,Airport
O00557,C0079,Passenger,2025-05-23 08:34:00,24,RiverSide,Riverside,Low,1970-01-01 00:00:00.000000176,Web,0,Riverside,Riverside
O00558,C0057,Parcel,2025-07-08 03:20:00,1,Riverside,CENTRAL,Critical,1970-01-01 00:00:00.000000099,App,0,Riverside,Central Zone
O00559,C0167,Business,2025-04-24 07:10:00,12,north,EAST,Medium,1970-01-01 00:00:00.000000107,Phone,0,North Zone,East Zone
O00560,C0260,Passenger,2025-08-05 17:02:00,6,RiverSide,EAST,Medium,1970-01-01 00:00:00.000000062,Web,1,Riverside,East Zone
O00561,C0595,Retail,2025-06-02 08:23:00,4,CENTRAL,AIRPORT,High,1970-01-01 00:00:00.000000086,App,0,Central Zone,Airport
O00562,C0382,Passenger,2024-07-21 09:25:00,4,EAST,West,Medium,1970-01-01 00:00:00.000000241,App,0,East Zone,West Zone
O00563,C0284,Parcel,2025-07-22 06:08:00,6,Airport,Riverside,Low,1970-01-01 00:00:00.000000040,Web,0,Airport,Riverside
O00564,C0535,Retail,2024-09-02 23:55:00,12,NORTH,Ctr,Medium,1970-01-01 00:00:00.000000059,App,0,North Zone,Ctr
O00565,C0600,Parcel,2025-07-01 16:15:00,1,north,South,Low,1970-01-01 00:00:00.000000155,Phone,0,North Zone,South Zone
O00566,C0455,Parcel,2024-04-07 00:06:00,6,Ctr,Central,Medium,1970-01-01 00:00:00.000000097,Phone,0,Ctr,Central Zone
O00567,C0144,Retail,2024-02-24 15:50:00,24,SOUTH,Riverside,Low,1970-01-01 00:00:00.000000033,Phone,0,South Zone,Riverside
O00568,C0412,Passenger,2025-12-19 18:13:00,6,Central,Riverside,Medium,1970-01-01 00:00:00.000000119,Phone,0,Central Zone,Riverside
O00569,C0467,Parcel,2025-12-06 23:14:00,6,Central,AIRPORT,Critical,1970-01-01 00:00:00.000000104,App,0,Central Zone,Airport
O00570,C0379,Parcel,2024-03-30 05:09:00,2,RiverSide,Riverside,Medium,1970-01-01 00:00:00.000000056,Phone,0,Riverside,Riverside
O00571,C0213,Passenger,2024-09-27 00:27:00,24,CENTRAL,RiverSide,Medium,1970-01-01 00:00:00.000000064,Web,0,Central Zone,Riverside
O00572,C0202,Parcel,2025-02-06 19:33:00,4,WEST,RiverSide,High,1970-01-01 00:00:00.000000134,App,1,West Zone,Riverside
O00573,C0269,Retail,2024-04-22 09:36:00,4,Central,Central,High,1970-01-01 00:00:00.000000150,App,0,Central Zone,Central Zone
O00574,C0110,Retail,2024-05-03 02:42:00,6,Riverside,North,Medium,1970-01-01 00:00:00.000000059,App,0,Riverside,North Zone
O00575,C0179,Retail,2025-08-15 06:14:00,12,Riverside,RiverSide,Medium,1970-01-01 00:00:00.000000030,Phone,0,Riverside,Riverside
O00576,C0393,Retail,2024-09-06 19:49:00,6,South,SOUTH,Medium,1970-01-01 00:00:00.000000113,App,0,South Zone,South Zone
O00577,C0641,Parcel,2025-06-09 22:52:00,2,Airport,East,High,1970-01-01 00:00:00.000000016,Phone,1,Airport,East Zone
O00578,C0639,Retail,2024-03-04 07:04:00,4,Ctr,Central,High,1970-01-01 00:00:00.000000018,App,0,Ctr,Central Zone
O00579,C0624,Medical,2025-09-05 10:06:00,4,Airport,South,Low,1970-01-01 00:00:00.000000024,Phone,0,Airport,South Zone
O00580,C0461,Retail,2024-02-12 06:39:00,1,WEST,Riverside,Critical,1970-01-01 00:00:00.000000078,App,0,West Zone,Riverside
O00581,C0495,Passenger,2025-12-09 05:52:00,12,north,SOUTH,Low,1970-01-01 00:00:00.000000138,App,0,North Zone,South Zone
O00582,C0275,Parcel,2024-11-06 10:05:00,2,South,CENTRAL,Medium,1970-01-01 00:00:00.000000048,Phone,0,South Zone,Central Zone
O00583,C0469,Retail,2025-04-17 18:58:00,6,SOUTH,Riverside,Medium,1970-01-01 00:00:00.000000089,Web,1,South Zone,Riverside
O00584,C0377,Retail,2024-07-06 00:20:00,6,AIRPORT,WEST,Medium,1970-01-01 00:00:00.000000137,App,0,Airport,West Zone
O00585,C0160,Medical,2025-02-25 13:02:00,1,SOUTH,RiverSide,Medium,1970-01-01 00:00:00.000000215,Web,1,South Zone,Riverside
O00586,C0421,Parcel,2024-03-31 07:09:00,12,Central,WEST,Critical,1970-01-01 00:00:00.000000031,App,0,Central Zone,West Zone
O00587,C0113,Retail,2025-06-07 21:10:00,4,East,AIRPORT,High,1970-01-01 00:00:00.000000115,Web,0,East Zone,Airport
O00588,C0515,Passenger,2024-06-03 11:49:00,4,AIRPORT,Airport,Low,1970-01-01 00:00:00.000000236,Web,0,Airport,Airport
O00589,C0344,Parcel,2024-05-23 06:12:00,6,RiverSide,CENTRAL,High,1970-01-01 00:00:00.000000081,Phone,0,Riverside,Central Zone
