delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,dispatch_time_year,dispatch_time_month,dispatch_time_week,dispatch_time_day,dispatch_time_day_name,dispatch_time_hour,customer_id,delivery_time_hours,is_missing_driver,is_missing_zone,is_missing_delivery_time,negative_delivery_time_flag,same_minute_delivery_flag,delivery_time_outlier_flag,delivery_time_zscore,delivery_time_z_outlier_flag,order_weekday,order_month,late_delivery_flag,high_value_order_flag,is_unfulfilled,delivered_flag,driver_delivery_count,zone_volume,fulfillment_rate,driver_utilization
DL00714,O00078,D140,V110,H04,2025-10-06 05:23:00,2025-10-06 11:04:38.381928,ontime,10.21,0,0,1970-01-01 00:00:00.000000004,20.77,2025,10,41,6,Monday,5,C0434,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00715,O00621,D148,V098,H02,2025-05-15 19:44:00,2025-05-16 16:03:00.808189,delayed,37.21,2,0,1970-01-01 00:00:00.000000004,18.77,2025,5,20,15,Thursday,19,C0026,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00716,O00221,D158,V074,H08,2024-10-06 05:06:00,2024-10-06 15:10:08.357355,ontime,3.43,1,0,1970-01-01 00:00:00.000000003,8.24,2024,10,40,6,Sunday,5,C0298,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00717,O00530,D106,V016,H01,2024-03-31 08:10:00,2024-03-31 16:23:04.187319,delayed,28.07,3,0,1970-01-01 00:00:00.000000004,17.52,2024,3,13,31,Sunday,8,C0618,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00718,O00945,D067,V081,H01,2025-11-10 15:32:00,2025-11-11 06:12:24.070590,delayed,9.2,0,0,1970-01-01 00:00:00.000000002,15.84,2025,11,46,10,Monday,15,C0567,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00719,O00138,D124,V020,H08,2025-10-02 07:02:00,2025-10-02 12:15:45.818877,delayed,16.1,1,0,1970-01-01 00:00:00.000000003,18.38,2025,10,40,2,Thursday,7,C0149,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00720,O01179,D097,V102,H06,2025-10-13 21:10:00,2025-10-14 08:32:17.261543,delayed,9.37,1,0,1970-01-01 00:00:00.000000003,9.84,2025,10,42,13,Monday,21,C0207,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00721,O00742,D086,V017,H04,2025-08-27 17:58:00,2025-08-28 08:37:04.718105,delayed,29.21,1,0,1970-01-01 00:00:00.000000003,23.07,2025,8,35,27,Wednesday,17,C0017,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00722,O00289,D097,V083,H04,2024-08-24 02:33:00,2024-08-25 00:27:20.637871,ontime,16.76,0,0,1970-01-01 00:00:00.000000004,19.9,2024,8,34,24,Saturday,2,C0574,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00723,O00477,D050,V108,H03,2025-10-29 14:40:00,2025-10-30 01:19:52.481280,delayed,6.67,2,1,1970-01-01 00:00:00.000000003,17.41,2025,10,44,29,Wednesday,14,C0441,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00724,O00024,D003,V042,H01,2024-10-10 07:43:00,2024-10-10 10:21:10.389885,ontime,17.9,0,0,1970-01-01 00:00:00.000000004,14.39,2024,10,41,10,Thursday,7,C0397,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00725,O01115,D140,V094,H06,2025-11-29 00:00:00,2025-11-29 16:20:27.980617,failed,13.65,1,0,1970-01-01 00:00:00.000000002,12.34,2025,11,48,29,Saturday,0,C0492,,0,1,1,0,0,0,,0,,,0,0,1,0,3,,,3
DL00726,O00085,D045,V023,H03,2024-03-02 09:54:00,2024-03-02 12:02:36.698020,ontime,14.37,0,0,1970-01-01 00:00:00.000000005,2.5,2024,3,9,2,Saturday,9,C0505,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00727,O00520,D164,V080,H08,2024-07-07 13:40:00,2024-07-07 21:11:10.422460,delayed,5.25,0,0,1970-01-01 00:00:00.000000003,3.23,2024,7,27,7,Sunday,13,C0539,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00728,O00951,D128,V093,H01,2024-04-30 16:16:00,2024-05-01 02:12:49.323509,delayed,11.96,0,1,1970-01-01 00:00:00.000000004,8.65,2024,4,18,30,Tuesday,16,C0199,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00729,O00638,D004,V060,H04,2025-05-26 13:22:00,2025-05-26 17:18:46.459421,ontime,5.33,1,0,1970-01-01 00:00:00.000000004,9.65,2025,5,22,26,Monday,13,C0257,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00730,O00191,D170,V025,H05,2025-04-02 03:32:00,2025-04-02 14:46:58.691974,ontime,8.68,1,0,1970-01-01 00:00:00.000000004,5.48,2025,4,14,2,Wednesday,3,C0641,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00731,O00386,D158,V042,H05,2024-12-16 21:08:00,2024-12-17 15:02:20.510372,failed,18.68,3,1,1970-01-01 00:00:00.000000003,12.76,2024,12,51,16,Monday,21,C0250,,0,1,1,0,0,0,,0,,,0,0,1,0,6,,,6
DL00732,O00748,D024,V076,H01,2025-07-23 06:45:00,2025-07-24 15:06:33.826133,failed,11.16,1,0,1970-01-01 00:00:00.000000003,15.34,2025,7,30,23,Wednesday,6,C0412,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00733,O00252,D009,V114,H03,2024-03-10 16:48:00,2024-03-10 18:13:36.725392,ontime,21.06,0,0,1970-01-01 00:00:00.000000003,18.64,2024,3,10,10,Sunday,16,C0232,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00734,O00317,D106,V089,H02,2025-01-19 23:25:00,2025-01-20 05:14:31.689455,ontime,12.54,0,0,1970-01-01 00:00:00.000000003,12.79,2025,1,3,19,Sunday,23,C0094,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00735,O00190,D150,V082,H01,2024-12-28 08:40:00,2024-12-28 07:08:00.000000,ontime,13.27,0,0,1970-01-01 00:00:00.000000003,10.58,2024,12,52,28,Saturday,8,C0622,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00736,O00732,D123,V100,H02,2025-06-05 11:32:00,2025-06-06 04:00:13.299805,failed,13.5,0,0,1970-01-01 00:00:00.000000002,13.81,2025,6,23,5,Thursday,11,C0579,,0,1,1,0,0,0,,0,,,0,0,1,0,7,,,7
DL00737,O00247,D146,V015,H01,2024-07-13 21:14:00,2024-07-13 23:35:31.680653,ontime,15.68,1,0,1970-01-01 00:00:00.000000004,10.54,2024,7,28,13,Saturday,21,C0613,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00738,O01163,D071,V022,H06,2024-09-10 01:38:00,2024-09-10 14:25:27.358815,delayed,7.16,0,0,1970-01-01 00:00:00.000000003,8.91,2024,9,37,10,Tuesday,1,C0399,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00739,O00644,D087,V078,H08,2025-11-03 10:33:00,2025-11-04 00:52:43.389587,delayed,7.6,1,0,1970-01-01 00:00:00.000000003,15.7,2025,11,45,3,Monday,10,C0084,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00740,O00889,D029,V021,H02,2024-02-24 23:01:00,2024-02-25 01:20:53.758444,ontime,15.64,0,0,1970-01-01 00:00:00.000000003,11.85,2024,2,8,24,Saturday,23,C0322,,0,1,1,0,0,0,,0,,,0,0,0,1,1,,,1
DL00741,O00689,D113,V091,H01,2025-09-29 16:16:00,2025-09-29 22:27:15.676429,delayed,15.66,1,0,1970-01-01 00:00:00.000000001,8.71,2025,9,40,29,Monday,16,C0349,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00742,O00326,D056,V033,H06,2024-11-03 10:06:00,2024-11-04 02:59:58.168600,delayed,13.55,0,1,1970-01-01 00:00:00.000000002,15.1,2024,11,44,3,Sunday,10,C0178,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00743,O00171,D158,V083,H03,2025-05-01 03:28:00,2025-05-01 03:30:56.577270,ontime,33.77,0,0,1970-01-01 00:00:00.000000005,13.64,2025,5,18,1,Thursday,3,C0447,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00744,O00899,D052,V062,H06,2025-02-04 09:43:00,2025-02-04 23:30:54.825818,delayed,25.36,5,0,1970-01-01 00:00:00.000000001,13.11,2025,2,6,4,Tuesday,9,C0440,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00745,O00333,D092,V072,H07,2025-03-25 06:36:00,2025-03-25 23:16:54.876514,failed,11.35,0,0,1970-01-01 00:00:00.000000004,13.37,2025,3,13,25,Tuesday,6,C0123,,0,1,1,0,0,0,,0,,,0,0,1,0,5,,,5
DL00746,O00431,D002,V097,H02,2025-03-29 13:29:00,2025-03-29 17:02:43.497442,ontime,14.4,1,0,1970-01-01 00:00:00.000000003,11.96,2025,3,13,29,Saturday,13,C0425,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00747,O00482,D008,V085,H08,2025-11-10 04:00:00,2025-11-10 08:22:40.558319,ontime,15.25,1,0,1970-01-01 00:00:00.000000004,12.88,2025,11,46,10,Monday,4,C0268,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00748,O00741,D156,V119,H04,2025-05-30 02:47:00,2025-05-30 16:13:17.676946,delayed,32.739999999999995,1,0,,16.92,2025,5,22,30,Friday,2,C0552,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00749,O01036,D026,V013,H06,2024-02-28 20:38:00,2024-02-28 23:29:47.067192,ontime,13.64,1,0,1970-01-01 00:00:00.000000004,10.07,2024,2,9,28,Wednesday,20,C0647,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00750,O00976,D156,V109,H08,2024-02-02 19:55:00,2024-02-03 23:06:56.973662,delayed,13.29,0,0,1970-01-01 00:00:00.000000002,10.65,2024,2,5,2,Friday,19,C0078,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00751,O00234,D136,V073,H01,2025-02-19 12:33:00,2025-02-19 17:19:04.396738,ontime,13.68,0,0,1970-01-01 00:00:00.000000005,8.76,2025,2,8,19,Wednesday,12,C0145,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00752,O00020,D069,V013,H01,2024-05-09 23:04:00,2024-05-09 22:49:00.000000,ontime,12.27,1,0,1970-01-01 00:00:00.000000004,8.63,2024,5,19,9,Thursday,23,C0249,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00753,O01139,D163,V101,H04,2024-03-05 15:46:00,2024-03-05 23:19:36.199347,ontime,17.13,1,0,1970-01-01 00:00:00.000000004,16.29,2024,3,10,5,Tuesday,15,C0474,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00754,O00605,D027,V023,H03,2025-03-21 15:02:00,2025-03-21 13:30:56.020213,ontime,1.2,1,0,1970-01-01 00:00:00.000000004,7.11,2025,3,12,21,Friday,15,C0585,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00755,O01073,D084,V024,H08,2024-01-05 05:34:00,2024-01-05 21:45:54.509466,delayed,21.74,1,0,1970-01-01 00:00:00.000000002,13.13,2024,1,1,5,Friday,5,C0047,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00756,O00112,D130,V034,H07,2024-09-16 08:59:00,2024-09-16 07:27:00.000000,ontime,13.07,3,0,1970-01-01 00:00:00.000000003,16.72,2024,9,38,16,Monday,8,C0051,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00757,O00074,D135,V002,H06,2025-10-18 14:03:00,2025-10-18 21:07:10.495229,delayed,12.69,1,1,1970-01-01 00:00:00.000000005,6.5,2025,10,42,18,Saturday,14,C0644,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00758,O01126,D085,V043,H07,2025-05-02 17:34:00,2025-05-03 09:21:46.227061,delayed,21.98,4,0,1970-01-01 00:00:00.000000002,17.1,2025,5,18,2,Friday,17,C0587,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00759,O01240,D012,V120,H08,2025-10-08 15:19:00,2025-10-08 18:32:38.817145,ontime,6.57,0,0,1970-01-01 00:00:00.000000004,11.36,2025,10,41,8,Wednesday,15,C0649,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00760,O00226,D081,V030,H04,2024-07-23 14:20:00,2024-07-24 15:40:22.678171,ontime,12.22,0,0,1970-01-01 00:00:00.000000004,14.58,2024,7,30,23,Tuesday,14,C0292,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00761,O00810,D134,V088,H04,2024-04-16 04:12:00,2024-04-16 15:34:08.978231,ontime,1.2,1,0,1970-01-01 00:00:00.000000003,3.76,2024,4,16,16,Tuesday,4,C0408,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00762,O00864,D133,V002,H03,2024-08-04 01:29:00,2024-08-04 04:51:39.011458,ontime,34.77,1,0,1970-01-01 00:00:00.000000003,18.48,2024,8,31,4,Sunday,1,C0246,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00763,O00837,D110,V059,H02,2024-04-18 19:06:00,2024-04-20 06:31:48.519667,failed,16.1,0,1,1970-01-01 00:00:00.000000003,13.38,2024,4,16,18,Thursday,19,C0578,,0,1,1,0,0,0,,0,,,0,0,1,0,7,,,7
DL00764,O01187,D049,V004,H07,2025-11-17 02:29:00,2025-11-17 10:47:40.202073,delayed,14.53,0,0,1970-01-01 00:00:00.000000002,10.58,2025,11,47,17,Monday,2,C0451,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00765,O00043,D126,V023,H06,2024-01-01 06:03:00,2024-01-01 15:35:48.325916,ontime,16.23,1,0,1970-01-01 00:00:00.000000004,15.76,2024,1,1,1,Monday,6,C0416,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00766,O00371,D082,V088,H07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,failed,10.55,0,0,1970-01-01 00:00:00.000000002,13.84,2025,1,5,27,Monday,4,C0530,,0,1,1,0,0,0,,0,,,0,0,1,0,6,,,6
DL00767,O00948,D096,V099,H02,2025-05-14 05:19:00,2025-05-14 14:53:57.043442,delayed,5.39,2,0,1970-01-01 00:00:00.000000003,3.62,2025,5,20,14,Wednesday,5,C0626,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00768,O00800,D086,V043,H04,2024-01-29 02:36:00,2024-01-29 18:44:35.264297,delayed,14.84,0,0,1970-01-01 00:00:00.000000001,20.01,2024,1,5,29,Monday,2,C0032,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00769,O00957,D038,V048,H03,2024-02-28 03:47:00,2024-02-28 03:42:47.058541,ontime,10.69,0,0,1970-01-01 00:00:00.000000003,8.08,2024,2,9,28,Wednesday,3,C0385,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00770,O00217,D091,V077,H08,2024-01-22 08:17:00,2024-01-23 05:25:22.078025,ontime,29.87,1,0,1970-01-01 00:00:00.000000004,17.68,2024,1,4,22,Monday,8,C0331,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00771,O00257,D003,V116,H01,2024-08-11 03:42:00,2024-08-11 07:16:26.127371,ontime,11.52,2,0,1970-01-01 00:00:00.000000004,14.84,2024,8,32,11,Sunday,3,C0128,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00772,O01108,D135,V058,H07,2024-10-24 07:22:00,2024-10-24 12:22:16.408717,ontime,15.77,0,0,1970-01-01 00:00:00.000000004,12.1,2024,10,43,24,Thursday,7,C0235,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00773,O00080,D101,V050,H03,2025-11-13 05:00:00,2025-11-13 09:21:31.940911,ontime,19.65,0,0,1970-01-01 00:00:00.000000003,11.72,2025,11,46,13,Thursday,5,C0082,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00774,O01180,D049,V032,H02,2024-09-07 21:42:00,2024-09-08 11:19:33.834567,delayed,26.83,1,0,1970-01-01 00:00:00.000000004,12.3,2024,9,36,7,Saturday,21,C0197,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00775,O00153,D109,V040,H05,2025-02-09 09:08:00,2025-02-10 21:51:56.051970,delayed,3.69,0,1,1970-01-01 00:00:00.000000002,14.94,2025,2,6,9,Sunday,9,C0378,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00776,O00383,D036,V069,H02,2024-11-19 17:12:00,2024-11-19 15:56:11.367810,ontime,15.59,0,0,1970-01-01 00:00:00.000000004,14.25,2024,11,47,19,Tuesday,17,C0442,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00777,O00316,D064,V088,H05,2025-07-31 14:43:00,2025-07-31 20:19:26.952510,ontime,13.91,0,0,1970-01-01 00:00:00.000000003,13.71,2025,7,31,31,Thursday,14,C0094,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00778,O00965,D143,V005,H08,2024-09-28 17:43:00,2024-09-29 14:06:23.080609,failed,18.34,3,0,1970-01-01 00:00:00.000000002,12.7,2024,9,39,28,Saturday,17,C0384,,0,1,1,0,0,0,,0,,,0,0,1,0,5,,,5
DL00779,O01146,D127,V048,H08,2025-11-17 05:21:00,2025-11-17 11:08:16.099967,ontime,6.04,1,0,1970-01-01 00:00:00.000000004,15.07,2025,11,47,17,Monday,5,C0118,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00780,O01202,D155,V040,H01,2024-11-14 16:31:00,2024-11-14 23:40:12.695034,ontime,12.72,0,0,1970-01-01 00:00:00.000000003,15.59,2024,11,46,14,Thursday,16,C0459,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00781,O00871,D082,V092,H02,2025-12-24 06:28:00,2025-12-25 04:08:15.868710,failed,11.59,0,0,1970-01-01 00:00:00.000000004,17.88,2025,12,52,24,Wednesday,6,C0298,,0,1,1,0,0,0,,0,,,0,0,1,0,6,,,6
DL00782,O00602,D019,V030,H07,2025-12-11 11:15:00,2025-12-12 05:39:43.350189,delayed,16.3,0,0,1970-01-01 00:00:00.000000003,13.54,2025,12,50,11,Thursday,11,C0257,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00783,O00380,D099,V015,H07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,failed,8.95,2,1,1970-01-01 00:00:00.000000001,16.86,2025,2,8,20,Thursday,0,C0057,,0,1,1,0,0,0,,0,,,0,0,1,0,8,,,8
DL00784,O00073,D095,V039,H05,2025-03-31 05:10:00,2025-04-01 01:01:35.158033,delayed,5.24,0,1,1970-01-01 00:00:00.000000002,13.26,2025,3,14,31,Monday,5,C0331,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00785,O00726,D099,V031,H01,2024-02-05 00:29:00,2024-02-05 02:55:03.780804,ontime,18.6,1,0,1970-01-01 00:00:00.000000004,17.03,2024,2,6,5,Monday,0,C0284,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00786,O00232,D083,V088,H06,2025-06-05 22:06:00,2025-06-06 00:04:10.671933,ontime,15.42,0,0,1970-01-01 00:00:00.000000005,14.69,2025,6,23,5,Thursday,22,C0533,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00787,O00102,D159,V071,H06,2024-05-22 00:18:00,2024-05-22 00:52:19.834138,ontime,11.22,3,0,1970-01-01 00:00:00.000000004,9.72,2024,5,21,22,Wednesday,0,C0253,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00788,O00927,D108,V058,H05,2025-05-07 05:03:00,2025-05-08 00:15:39.140252,failed,10.39,0,0,1970-01-01 00:00:00.000000004,19.57,2025,5,19,7,Wednesday,5,C0533,,0,1,1,0,0,0,,0,,,0,0,1,0,11,,,11
DL00789,O00536,D103,V031,H06,2025-11-03 11:23:00,2025-11-04 12:13:51.444514,failed,15.28,3,1,1970-01-01 00:00:00.000000003,11.56,2025,11,45,3,Monday,11,C0372,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00790,O00628,D170,V039,H08,2024-10-26 12:51:00,2024-10-27 03:56:55.676864,delayed,12.25,0,1,1970-01-01 00:00:00.000000003,5.21,2024,10,43,26,Saturday,12,C0056,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00791,O01047,D085,V116,H01,2025-11-10 17:11:00,2025-11-10 20:04:01.891025,ontime,21.48,1,0,1970-01-01 00:00:00.000000004,22.23,2025,11,46,10,Monday,17,C0121,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00792,O00033,D106,V094,H08,2025-12-30 21:39:00,2025-12-31 14:37:51.118085,failed,14.69,1,0,1970-01-01 00:00:00.000000003,16.8,2025,12,1,30,Tuesday,21,C0471,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00793,O00095,D119,V043,H03,2025-05-15 14:55:00,2025-05-16 13:44:08.347336,ontime,17.36,2,0,1970-01-01 00:00:00.000000004,14.29,2025,5,20,15,Thursday,14,C0378,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00794,O00265,D052,V079,H04,2024-05-19 02:54:00,2024-05-19 08:03:52.670590,delayed,12.37,1,0,1970-01-01 00:00:00.000000001,17.61,2024,5,20,19,Sunday,2,C0244,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00795,O00151,D068,V062,H05,2025-03-02 11:55:00,2025-03-02 16:00:58.681244,ontime,2.99,0,0,1970-01-01 00:00:00.000000004,9.67,2025,3,9,2,Sunday,11,C0446,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00796,O00860,D139,V098,H05,2024-04-26 22:58:00,2024-04-26 23:15:49.272884,ontime,19.21,2,0,1970-01-01 00:00:00.000000004,14.76,2024,4,17,26,Friday,22,C0076,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00797,O00894,D138,V066,H01,2024-01-15 01:08:00,2024-01-15 04:42:43.941796,delayed,11.19,1,0,1970-01-01 00:00:00.000000003,5.56,2024,1,3,15,Monday,1,C0636,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00798,O00850,D046,V073,H07,2024-07-31 22:19:00,2024-08-01 02:44:15.525375,ontime,12.93,2,0,1970-01-01 00:00:00.000000004,14.15,2024,7,31,31,Wednesday,22,C0601,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00799,O01233,D125,V103,H04,2024-04-25 19:34:00,,ontime,11.72,1,0,1970-01-01 00:00:00.000000004,9.63,2024,4,17,25,Thursday,19,C0520,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00800,O01147,D001,V008,H02,2024-04-20 00:58:00,2024-04-20 13:46:46.149267,delayed,10.59,1,0,1970-01-01 00:00:00.000000003,13.12,2024,4,16,20,Saturday,0,C0165,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00801,O00463,D151,V118,H07,2025-02-20 02:40:00,2025-02-20 04:53:27.043106,ontime,12.81,0,0,1970-01-01 00:00:00.000000003,18.21,2025,2,8,20,Thursday,2,C0370,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00802,O00691,D092,V086,H08,2024-11-18 03:56:00,2024-11-18 14:22:24.207063,ontime,11.27,0,0,1970-01-01 00:00:00.000000003,9.97,2024,11,47,18,Monday,3,C0532,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00803,O00368,D080,V093,H05,2024-12-05 00:47:00,2024-12-05 02:50:15.142329,ontime,13.02,3,0,1970-01-01 00:00:00.000000003,12.99,2024,12,49,5,Thursday,0,C0552,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00804,O00015,D052,V097,H03,2025-11-09 05:43:00,2025-11-09 09:20:46.099682,ontime,9.3,1,0,1970-01-01 00:00:00.000000003,9.13,2025,11,45,9,Sunday,5,C0300,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00805,O00215,D033,V057,H07,2024-01-07 12:44:00,2024-01-07 11:01:00.000000,ontime,16.4,2,0,1970-01-01 00:00:00.000000004,9.99,2024,1,1,7,Sunday,12,C0341,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00806,O00128,D117,V108,H07,2025-12-28 14:40:00,2025-12-30 04:18:53.684717,delayed,40.11,2,1,1970-01-01 00:00:00.000000002,24.27,2025,12,52,28,Sunday,14,C0611,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00807,O00089,D103,V061,H05,2025-04-24 20:33:00,2025-04-25 04:18:13.985090,failed,1.2,2,0,1970-01-01 00:00:00.000000002,8.46,2025,4,17,24,Thursday,20,C0339,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00808,O00993,D055,V009,H04,2025-06-07 23:43:00,2025-06-08 22:37:54.973798,ontime,10.76,1,0,1970-01-01 00:00:00.000000004,9.73,2025,6,23,7,Saturday,23,C0440,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00809,O01071,D043,V051,H05,2025-02-27 00:21:00,2025-02-27 16:48:45.890797,delayed,13.21,1,1,1970-01-01 00:00:00.000000004,16.54,2025,2,9,27,Thursday,0,C0055,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00810,O00116,D120,V053,H08,2025-03-09 16:49:00,2025-03-09 19:25:36.988970,ontime,15.23,0,0,1970-01-01 00:00:00.000000005,11.22,2025,3,10,9,Sunday,16,C0452,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00811,O00404,D160,V082,H01,2025-10-17 23:22:00,2025-10-17 21:59:16.160742,ontime,8.18,0,0,1970-01-01 00:00:00.000000003,10.81,2025,10,42,17,Friday,23,C0139,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00812,O01016,D073,V059,H02,2024-06-04 00:55:00,2024-06-04 05:47:54.997877,ontime,23.74,4,0,1970-01-01 00:00:00.000000005,11.75,2024,6,23,4,Tuesday,0,C0407,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00813,O00869,D144,V045,H01,2024-02-26 07:08:00,2024-02-26 06:52:48.604826,ontime,14.17,0,0,1970-01-01 00:00:00.000000003,13.63,2024,2,9,26,Monday,7,C0490,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00814,O00471,D123,V060,H04,2025-06-07 15:06:00,2025-06-07 20:22:06.341483,ontime,8.94,0,0,1970-01-01 00:00:00.000000003,12.08,2025,6,23,7,Saturday,15,C0346,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00815,O00771,D134,V119,H03,2025-07-27 23:16:00,2025-07-28 07:38:20.534602,delayed,13.86,0,0,1970-01-01 00:00:00.000000002,18.01,2025,7,30,27,Sunday,23,C0208,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00816,O00857,D017,V047,H05,2025-05-20 21:07:00,2025-05-20 20:41:43.617855,ontime,1.2,1,0,1970-01-01 00:00:00.000000003,13.41,2025,5,21,20,Tuesday,21,C0104,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
